epoch,train_loss,val_miou,val_pixel_acc,lr
84,0.2646,0.7401,0.9443,3.47e-05
85,0.2517,0.7358,0.9429,3.38e-05
86,0.2756,0.7342,0.9419,3.30e-05
87,0.2646,0.7432,0.9451,3.21e-05
88,0.2808,0.7310,0.9428,3.13e-05
89,0.2422,0.7371,0.9438,3.04e-05
90,0.2435,0.7408,0.9440,2.96e-05
91,0.2649,0.7439,0.9472,2.87e-05
92,0.2617,0.7372,0.9427,2.79e-05
93,0.2702,0.7371,0.9447,2.70e-05
94,0.2505,0.7338,0.9433,2.61e-05
95,0.2571,0.7444,0.9458,2.52e-05
96,0.2562,0.7438,0.9452,2.44e-05
97,0.2683,0.7384,0.9449,2.35e-05
98,0.2540,0.7378,0.9432,2.26e-05
99,0.2537,0.7414,0.9450,2.17e-05
100,0.2435,0.7344,0.9427,2.08e-05
101,0.2421,0.7390,0.9447,1.99e-05
102,0.2420,0.7326,0.9428,1.90e-05
103,0.2389,0.7385,0.9448,1.81e-05
104,0.2429,0.7422,0.9451,1.72e-05
105,0.2502,0.7385,0.9452,1.63e-05
106,0.2634,0.7383,0.9449,1.54e-05
107,0.2460,0.7399,0.9447,1.45e-05
108,0.2358,0.7370,0.9435,1.35e-05
109,0.2616,0.7387,0.9442,1.26e-05
110,0.2402,0.7405,0.9445,1.16e-05
111,0.2497,0.7400,0.9441,1.07e-05
112,0.2360,0.7381,0.9441,9.72e-06
113,0.2525,0.7389,0.9444,8.74e-06
114,0.2359,0.7391,0.9447,7.75e-06
115,0.2273,0.7385,0.9444,6.75e-06
116,0.2427,0.7369,0.9445,5.73e-06
117,0.2394,0.7383,0.9447,4.68e-06
118,0.2452,0.7383,0.9447,3.62e-06
119,0.2298,0.7382,0.9447,2.51e-06
120,0.2469,0.7387,0.9446,1.35e-06
